Accession	GenbankAcc	Length	Taxid	ProjectID	TaxName	Replicon	Create Date	Update Date
NC_006908.1	AE017308.1	777079	267748	58077	Mycoplasma mobile 163K	chromosome 	May 18 2004	Jun 10 2013  3:56:33:096PM
NC_007530.2		5227419	261594	58083	Bacillus anthracis str. 'Ames Ancestor'	chromosome 	May 20 2004	Jun 10 2013  4:00:01:640PM
NC_005877.1	AE017261.1	1545895	263820	58041	Picrophilus torridus DSM 9790	chromosome 	Jun 9 2004	Jun 10 2013  3:56:39:653PM
NC_005945.1		5228663	260799	58091	Bacillus anthracis str. Sterne	chromosome 	Jun 24 2004	Jul 22 2013  6:16:29:526PM
NC_002953.3	BX571857.1	2799802	282459	57841	Staphylococcus aureus subsp. aureus MSSA476	chromosome 	Nov 6 2001	Jun 10 2013  3:58:51:220PM
NC_002952.2	BX571856.1	2902619	282458	57839	Staphylococcus aureus subsp. aureus MRSA252	chromosome 	Nov 6 2001	Jun 10 2013  3:58:35:866PM
NC_005955.1	BX897700.1	1581384	283165	57635	Bartonella quintana str. Toulouse	chromosome 	Jun 30 2004	Jun 10 2013  3:57:43:366PM
NC_005956.1	BX897699.1	1931047	283166	57745	Bartonella henselae str. Houston-1	chromosome 	Jun 30 2004	Jun 10 2013  3:57:50:446PM
NC_005957.1	AE017355.1	5237682	281309	58089	Bacillus thuringiensis serovar konkukian str. 97-27	chromosome 	Jun 30 2004	Jul 22 2013  6:16:03:070PM
NC_005966.1	CR543861.1	3598621	62977	61597	Acinetobacter sp. ADP1	chromosome 	Jul 9 2004	Jun 10 2013  3:59:09:700PM
NC_004547.2	BX950851.1	5064019	218491	57957	Pectobacterium atrosepticum SCRI1043	chromosome 	Mar 5 2003	Jun 10 2013  3:59:33:546PM
NC_006055.1	AE017263.1	793224	265311	58055	Mesoplasma florum L1	chromosome 	Jul 19 2004	Aug 26 2013 12:48:47:556PM
NC_006085.1	AE017283.1	2560265	267747	58101	Propionibacterium acnes KPA171202	chromosome 	Jul 30 2004	Jun 27 2013  8:38:40:333PM
NC_006086.1	CP000003.1	1899877	286636	58105	Streptococcus pyogenes MGAS10394	chromosome 	Aug 3 2004	Jun 10 2013  4:00:41:010PM
NC_006087.1	AE016822.1	2584158	281090	57759	Leifsonia xyli subsp. xyli str. CTCB07	chromosome 	Aug 4 2004	Aug 27 2013  9:15:34:780AM
NC_006138.1	CR522870.1	3523383	177439	58153	Desulfotalea psychrophila LSv54	chromosome 	Aug 16 2004	Jun 10 2013  4:01:27:850PM
NC_006142.1	AE017197.1	1111496	257363	58063	Rickettsia typhi str. Wilmington	chromosome 	Aug 20 2004	Jun 27 2013  8:44:13:020PM
NC_006155.1	BX936398.1	4744671	273123	58157	Yersinia pseudotuberculosis IP 32953	chromosome 	Aug 30 2004	Aug 27 2013  9:05:46:966AM
NC_006156.1	CP000013.1	904246	290434	58125	Borrelia garinii PBi	chromosome linear	Aug 30 2004	Aug 27 2013  3:08:33:680AM
NC_006177.1	AP006840.1	3566135	292459	58165	Symbiobacterium thermophilum IAM 14863	chromosome 	Sep 7 2004	Jun 10 2013  4:02:13:033PM
NC_006270.3	CP000002.3	4222597	279010	58097	Bacillus licheniformis DSM 13 = ATCC 14580	chromosome 	Sep 15 2004	Jun 10 2013  7:16:56:473PM
NC_006274.1	CP000001.1	5300915	288681	58103	Bacillus cereus E33L	chromosome 	Sep 16 2004	Jun 10 2013  4:02:29:380PM
NC_006348.1	CP000010.1	3510148	243160	57725	Burkholderia mallei ATCC 23344	chromosome 1	Oct 1 2004	Jun 27 2013  8:21:08:460PM
NC_006349.2	CP000011.2	2325379	243160	57725	Burkholderia mallei ATCC 23344	chromosome 2	Oct 1 2004	Aug 27 2013  9:15:47:076AM
NC_006347.1	AP006841.1	5277274	295405	58195	Bacteroides fragilis YCH46	chromosome 	Oct 1 2004	Jun 27 2013  8:17:40:250PM
NC_006300.1	AE016827.1	2314078	221988	58197	Mannheimia succiniciproducens MBEL55E	chromosome 	Sep 22 2004	Jun 10 2013  4:02:49:600PM
NC_006322.1	AE017333.1	4222645	279010	58199	Bacillus licheniformis DSM 13 = ATCC 14580	chromosome 	Sep 28 2004	Jun 10 2013  4:03:07:890PM
NC_002942.5	AE017354.1	3397754	272624	57609	Legionella pneumophila subsp. pneumophila str. Philadelphia 1	chromosome 	Oct 15 2001	Jun 27 2013  8:34:28:183PM
NC_006350.1	BX571965.1	4074542	272560	57733	Burkholderia pseudomallei K96243	chromosome 1	Oct 1 2004	Jul 22 2013  7:01:16:820PM
NC_006351.1	BX571966.1	3173005	272560	57733	Burkholderia pseudomallei K96243	chromosome 2	Oct 1 2004	Jul 22 2013  7:01:03:926PM
NC_002977.6	AE017282.2	3304561	243233	57607	Methylococcus capsulatus str. Bath	chromosome 	Jun 25 2001	Jun 10 2013  4:38:33:580PM
NC_006360.1	AE017332.1	892758	295358	58205	Mycoplasma hyopneumoniae 232	chromosome 	Oct 10 2004	Jun 27 2013  8:36:50:486PM
NC_006361.1	AP006618.1	6021225	247156	58203	Nocardia farcinica IFM 10152	chromosome 	Oct 11 2004	Jun 10 2013  4:05:36:086PM
NC_006368.1	CR628336.1	3503610	297246	58211	Legionella pneumophila str. Paris	chromosome 	Oct 19 2004	Jun 10 2013  4:06:20:630PM
NC_006369.1	CR628337.1	3345687	297245	58209	Legionella pneumophila str. Lens	chromosome 	Oct 19 2004	Jun 10 2013  4:06:02:120PM
NC_006370.1	CR354531.1	4085304	298386	62923	Photobacterium profundum SS9	chromosome 1	Oct 20 2004	May 23 2013  8:12:08:140AM
NC_006371.1	CR354532.1	2237943	298386	62923	Photobacterium profundum SS9	chromosome 2	Oct 19 2004	May 23 2013  8:10:38:003AM
NC_006396.1	AY596297.1	3131724	272569	57719	Haloarcula marismortui ATCC 43049	chromosome I	Nov 4 2004	Jun 10 2013  4:07:01:273PM
NC_006448.1	CP000023.1	1796846	264199	58219	Streptococcus thermophilus LMG 18311	chromosome 	Nov 18 2004	Jun 10 2013  4:07:22:863PM
NC_006449.1	CP000024.1	1796226	299768	58221	Streptococcus thermophilus CNRZ1066	chromosome 	Nov 18 2004	Aug 27 2013  9:15:56:276AM
NC_006461.1	AP008226.1	1849742	300852	58223	Thermus thermophilus HB8	chromosome 	Nov 23 2004	Sep 12 2013  4:32:36:213PM
NC_006510.1	BA000043.1	3544776	235909	58227	Geobacillus kaustophilus HTA426	chromosome 	Dec 8 2004	Jun 10 2013  4:08:45:453PM
NC_006511.1	CP000026.1	4585229	295319	58201	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150	chromosome 	Dec 8 2004	Aug 20 2013  4:37:45:456PM
NC_004842.2	CP000030.1	1197687	234826	57629	Anaplasma marginale str. St. Maries	chromosome 	Jun 17 2003	Jun 27 2013  8:16:30:446PM
NC_006512.1	AE017340.1	2839318	283942	58087	Idiomarina loihiensis L2TR	chromosome 	Dec 9 2004	Jun 10 2013  4:09:06:920PM
NC_006513.1	CR555306.1	4296230	76114	58231	Aromatoleum aromaticum EbN1	chromosome 	Dec 9 2004	Aug 26 2013 10:43:53:456PM
NC_006526.2	AE008692.2	2056363	264203	58095	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	chromosome 	Dec 12 2004	Jun 10 2013 10:07:42:696PM
NC_003911.11	CP000031.1	4109442	246200	57863	Ruegeria pomeroyi DSS-3	chromosome 	May 16 2002	Jun 10 2013  4:09:46:316PM
NC_006570.2	AJ749949.2	1892775	177416	57589	Francisella tularensis subsp. tularensis SCHU S4	chromosome 	Dec 17 2004	Aug 30 2013  3:47:45:890PM
NC_006576.1	AP008231.1	2696255	269084	58235	Synechococcus elongatus PCC 6301	chromosome 	Dec 21 2004	Aug 27 2013  1:30:31:563AM
NC_006582.1	AP006627.1	4303871	66692	58237	Bacillus clausii KSM-K16	chromosome 	Jan 3 2005	Jun 10 2013  4:10:33:620PM
NC_003912.7	CP000025.1	1777831	195099	57899	Campylobacter jejuni RM1221	chromosome 	May 16 2002	Jun 10 2013  4:12:11:926PM
NC_002936.3	CP000027.1	1469720	243164	57763	Dehalococcoides ethenogenes 195	chromosome 	Oct 3 2001	Jun 10 2013  4:11:59:860PM
NC_005295.2	CR767821.1	1516355	254945	58013	Ehrlichia ruminantium str. Welgevonden	chromosome 	Dec 10 2003	Jun 10 2013  4:12:20:910PM
NC_006624.1	AP006878.1	2088737	69014	58225	Thermococcus kodakarensis KOD1	chromosome 	Jan 13 2005	Jun 10 2013  4:13:14:886PM
NC_002951.2	CP000046.1	2809422	93062	57797	Staphylococcus aureus subsp. aureus COL	chromosome 	Sep 14 2001	Jun 10 2013  4:13:33:050PM
NC_002976.3	CP000029.1	2616530	176279	57663	Staphylococcus epidermidis RP62A	chromosome 	Jan 9 2002	Aug 26 2013 10:45:30:656PM
NC_006677.1	CP000009.1	2702173	290633	58239	Gluconobacter oxydans 621H	chromosome 	Jan 24 2005	Jun 10 2013  4:14:59:220PM
NC_006814.3	CP000033.3	1993560	272621	57685	Lactobacillus acidophilus NCFM	chromosome 	Jan 31 2005	Jul 22 2013  6:01:57:036PM
NC_006831.1	CR925677.1	1499920	302409	58245	Ehrlichia ruminantium str. Gardel	chromosome 	Feb 4 2005	Jun 10 2013  4:16:14:006PM
NC_006832.1	CR925678.1	1512977	254945	58243	Ehrlichia ruminantium str. Welgevonden	chromosome 	Feb 4 2005	Jun 10 2013  4:15:15:520PM
NC_006833.1	AE017321.1	1080084	292805	58107	Wolbachia endosymbiont strain TRS of Brugia malayi	chromosome 	Feb 4 2005	Jun 10 2013  4:15:56:923PM
NC_006834.1	AE013598.1	4941439	291331	58155	Xanthomonas oryzae pv. oryzae KACC 10331	chromosome 	Feb 4 2005	Jun 27 2013  8:52:27:003PM
NC_006397.1	AY596298.1	288050	272569	57719	Haloarcula marismortui ATCC 43049	chromosome II	Nov 4 2004	Jun 10 2013  4:07:15:200PM
NC_006840.2	CP000020.2	2897536	312309	58163	Vibrio fischeri ES114	chromosome I	Feb 14 2005	Aug 27 2013  4:27:24:856AM
NC_006841.2	CP000021.2	1330333	312309	58163	Vibrio fischeri ES114	chromosome II	Feb 14 2005	Jul 22 2013  6:16:44:973PM
NC_002946.2	AE004969.1	2153922	242231	57611	Neisseria gonorrhoeae FA 1090	chromosome 	Sep 28 2000	Jul 22 2013  5:50:48:653PM
NC_003228.3	CR626927.1	5205140	272559	57639	Bacteroides fragilis NCTC 9343	chromosome 	Nov 6 2001	Jun 10 2013  4:16:50:410PM
NC_006905.1	AE017220.1	4755700	321314	58017	Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67	chromosome 	Apr 4 2005	Aug 20 2013  4:38:10:583PM
NC_004552.2	CR848038.1	1144377	218497	57963	Chlamydophila abortus S26/3	chromosome 	Mar 5 2003	Jun 10 2013  4:18:28:670PM
NC_006932.1	AE017223.1	2124241	262698	58019	Brucella abortus bv. 1 str. 9-941	chromosome I	Apr 6 2005	Jun 27 2013  8:19:04:816PM
NC_006933.1	AE017224.1	1162204	262698	58019	Brucella abortus bv. 1 str. 9-941	chromosome II	Apr 6 2005	Jun 27 2013  8:18:50:390PM
NC_006958.1	BX927147.1	3282708	196627	61611	Corynebacterium glutamicum ATCC 13032	chromosome 	Apr 7 2005	May 23 2013  9:12:47:326AM
NC_007005.1	CP000075.1	6093698	205918	57931	Pseudomonas syringae pv. syringae B728a	chromosome 	May 17 2005	Jun 10 2013  4:19:22:386PM
NC_007086.1	CP000050.1	5148708	314565	57595	Xanthomonas campestris pv. campestris str. 8004	chromosome 	May 27 2005	Jun 10 2013  4:19:54:676PM
NC_007103.1	CP000040.1	466370	288681	58103	Bacillus cereus E33L	plasmid pE33L466	Jun 9 2005	Jun 10 2013  4:20:21:663PM
NC_007109.1	CP000053.1	1485148	315456	58331	Rickettsia felis URRWXCal2	chromosome 	Jun 10 2005	Jun 10 2013  4:20:32:940PM
NC_007146.2	CP000057.2	1914490	281310	58093	Haemophilus influenzae 86-028NP	chromosome 	Jun 27 2005	Jun 10 2013  7:16:35:493PM
NC_001732.1	L77118.1	58407	243232	57713	Methanocaldococcus jannaschii DSM 2661	plasmid large ECE	Aug 21 1996	Jun 10 2013  3:07:20:316PM
NC_001733.1	L77119.1	16550	243232	57713	Methanocaldococcus jannaschii DSM 2661	plasmid small ECE	Aug 21 1996	May 23 2013 12:57:54:740AM
NC_001773.1	U49503.1	3444	272844	62903	Pyrococcus abyssi GE5	plasmid pGT5	Jul 27 1996	May 23 2013 12:57:56:093AM
NC_001849.1	AE000793.1	16823	224326	57581	Borrelia burgdorferi B31	plasmid lp17	Dec 17 1997	Jul 22 2013  5:40:33:550PM
NC_001850.1	AE000785.1	24177	224326	57581	Borrelia burgdorferi B31	plasmid lp25	Dec 17 1997	Jul 22 2013  5:40:34:983PM
NC_001851.1	AE000794.1	26921	224326	57581	Borrelia burgdorferi B31	plasmid lp28-1	Dec 17 1997	Jul 22 2013  5:40:36:223PM
NC_001852.1	AE000786.1	29766	224326	57581	Borrelia burgdorferi B31	plasmid lp28-2	Dec 17 1997	Jul 22 2013  5:40:40:460PM
NC_001853.1	AE000784.1	28601	224326	57581	Borrelia burgdorferi B31	plasmid lp28-3	Dec 17 1997	Jul 22 2013  5:40:40:870PM
NC_001854.1	AE000789.1	27323	224326	57581	Borrelia burgdorferi B31	plasmid lp28-4	Dec 17 1997	Jul 22 2013  5:40:37:680PM
NC_001855.1	AE000788.1	36849	224326	57581	Borrelia burgdorferi B31	plasmid lp36	Dec 17 1997	Jul 22 2013  5:40:42:386PM
NC_001856.1	AE000787.1	38829	224326	57581	Borrelia burgdorferi B31	plasmid lp38	Dec 17 1997	Jul 22 2013  5:40:35:640PM
NC_001857.1	AE000790.1	53561	224326	57581	Borrelia burgdorferi B31	plasmid lp54	Dec 17 1997	Jul 22 2013  5:40:38:870PM
NC_001869.1	AF016485.1	191346	64091	57769	Halobacterium sp. NRC-1	plasmid pNRC100	Aug 9 1997	Jun 27 2013  8:32:37:786PM
NC_001880.1	AE000667.1	39456	224324	57765	Aquifex aeolicus VF5	plasmid ece1	Mar 25 1998	Jul 22 2013  6:04:36:570PM
NC_001903.1	AE000792.1	26498	224326	57581	Borrelia burgdorferi B31	plasmid cp26	Dec 17 1997	Jul 22 2013  5:40:38:120PM
NC_001904.1	AE000791.1	9386	224326	57581	Borrelia burgdorferi B31	plasmid cp9	Dec 17 1997	Jul 22 2013  5:40:39:316PM
NC_001988.2	AE001438.3	192000	272562	57677	Clostridium acetobutylicum ATCC 824	plasmid pSOL1	Dec 16 1998	Jul 22 2013  6:01:24:943PM
NC_000948.1	AE001575.1	30750	224326	57581	Borrelia burgdorferi B31	plasmid cp32-1	Nov 11 1999	Jul 22 2013  5:40:39:780PM
NC_000949.1	AE001576.1	30223	224326	57581	Borrelia burgdorferi B31	plasmid cp32-3	Nov 11 1999	Jul 22 2013  5:40:43:310PM
NC_000950.1	AE001577.1	30299	224326	57581	Borrelia burgdorferi B31	plasmid cp32-4	Nov 11 1999	Jul 22 2013  5:40:44:040PM
NC_000951.1	AE001578.1	29838	224326	57581	Borrelia burgdorferi B31	plasmid cp32-6	Nov 11 1999	Jul 22 2013  5:40:44:636PM
NC_000952.1	AE001579.1	30800	224326	57581	Borrelia burgdorferi B31	plasmid cp32-7	Nov 11 1999	Jul 22 2013  5:40:45:190PM
NC_000953.1	AE001580.1	30885	224326	57581	Borrelia burgdorferi B31	plasmid cp32-8	Nov 11 1999	Jul 22 2013  5:40:45:746PM
NC_000954.1	AE001581.1	30651	224326	57581	Borrelia burgdorferi B31	plasmid cp32-9	Nov 11 1999	Jul 22 2013  5:40:36:616PM
NC_000955.1	AE001582.1	18753	224326	57581	Borrelia burgdorferi B31	plasmid lp21	Nov 11 1999	Jul 22 2013  5:40:39:520PM
NC_000956.1	AE001584.1	52971	224326	57581	Borrelia burgdorferi B31	plasmid lp56	Nov 11 1999	Jul 22 2013  5:40:46:056PM
NC_000957.1	AE001583.1	5228	224326	57581	Borrelia burgdorferi B31	plasmid lp5	Nov 11 1999	Jul 22 2013  5:40:42:070PM
NC_000958.1	AE001826.1	177466	243230	57665	Deinococcus radiodurans R1	plasmid MP1	Nov 2 1999	Jul 22 2013  7:00:14:906PM
NC_000959.1	AE001827.1	45704	243230	57665	Deinococcus radiodurans R1	plasmid CP1	Nov 3 1999	Jul 22 2013  6:00:33:123PM
NC_002127.1	AB011548.2	3306	386585	57781	Escherichia coli O157:H7 str. Sakai	plasmid pOSAK1	Jul 23 1998	Jul 22 2013  6:05:19:780PM
NC_002128.1	AB011549.2	92721	386585	57781	Escherichia coli O157:H7 str. Sakai	plasmid pO157	Jul 23 1998	Jul 22 2013  6:05:20:693PM
NC_002180.1	AE002163.1	4532	117575	67627	Chlamydia pneumoniae phage CPAR39	chromosome 	Feb 29 2000	Sep 25 2013  2:19:30:903PM
NC_002182.1	AE002162.1	7501	243161	57785	Chlamydia muridarum Nigg	plasmid pMoPn	Feb 29 2000	May 23 2013  1:00:10:773AM
NC_002252.1	AP001070.1	7258	107806	57805	Buchnera aphidicola str. APS (Acyrthosiphon pisum)	plasmid pTrp	May 3 2000	Jul 22 2013  6:08:30:423PM
NC_002253.1	AP001071.1	7786	107806	57805	Buchnera aphidicola str. APS (Acyrthosiphon pisum)	plasmid pLeu	May 3 2000	Jul 22 2013  6:08:30:706PM
NC_002489.3	AE003850.3	1286	160492	57849	Xylella fastidiosa 9a5c	plasmid pXF1.3	Jun 2 2000	Jun 27 2013  8:52:42:646PM
NC_002490.1	AE003851.1	51158	160492	57849	Xylella fastidiosa 9a5c	plasmid pXF51	Jun 2 2000	Jun 27 2013  8:52:41:936PM
NC_002682.1	AP003017.1	208315	266835	57601	Mesorhizobium loti MAFF303099	plasmid pMLb	Dec 26 2000	Jun 10 2013  3:08:55:000PM
NC_002774.1	AP003367.1	25107	158878	57835	Staphylococcus aureus subsp. aureus Mu50	plasmid VRSAp	May 11 2001	May 23 2013  1:03:36:903AM
NC_003042.1	AP003515.1	54310	195102	57681	Clostridium perfringens str. 13	plasmid pCP13	Aug 2 2001	Jun 27 2013  8:23:51:676PM
NC_003080.1	AF401314.1	14323	306537	58399	Corynebacterium jeikeium K411	plasmid pKW4	Aug 22 2001	Jun 27 2013  8:24:29:513PM
NC_003131.1	AL117189.1	70305	214092	57621	Yersinia pestis CO92	plasmid pCD1	Sep 3 1999	Jul 22 2013  5:51:03:853PM
NC_003132.1	AL109969.1	9612	214092	57621	Yersinia pestis CO92	plasmid pPCP1	Aug 19 1999	Jul 22 2013  5:54:31:796PM
NC_003134.1	AL117211.1	96210	214092	57621	Yersinia pestis CO92	plasmid pMT1	Sep 6 1999	Jul 22 2013  5:48:32:886PM
NC_003140.1	AP003139.1	24653	158879	57837	Staphylococcus aureus subsp. aureus N315	plasmid pN315	Apr 24 2001	Jun 27 2013  8:47:09:116PM
NC_003240.1	AP003602.1	186614	103690	57803	Nostoc sp. PCC 7120	plasmid pCC7120beta	Nov 28 2001	Jun 10 2013  3:27:30:180PM
NC_003241.1	AP003606.1	5584	103690	57803	Nostoc sp. PCC 7120	plasmid pCC7120zeta	Nov 28 2001	May 23 2013  2:13:32:280AM
NC_003267.1	AP003603.1	101965	103690	57803	Nostoc sp. PCC 7120	plasmid pCC7120gamma	Nov 28 2001	May 23 2013  2:14:57:813AM
NC_003270.1	AP003605.1	40340	103690	57803	Nostoc sp. PCC 7120	plasmid pCC7120epsilon	Nov 28 2001	May 23 2013  2:15:06:746AM
NC_003273.1	AP003604.1	55414	103690	57803	Nostoc sp. PCC 7120	plasmid pCC7120delta	Nov 28 2001	May 23 2013  2:44:41:830AM
NC_003276.1	BA000020.2	408101	103690	57803	Nostoc sp. PCC 7120	plasmid pCC7120alpha	Nov 28 2001	Jun 10 2013  3:28:14:800PM
NC_003277.1		93939	99287	57799	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	plasmid pSLT	Oct 26 2001	Sep 11 2013  3:45:26:953PM
NC_003383.1	AL592102.1	81905	272626	61567	Listeria innocua Clip11262	plasmid pLI100	Oct 21 2001	Jun 10 2013  1:07:24:666PM
NC_003384.1	AL513383.1	218160	220341	57793	Salmonella enterica subsp. enterica serovar Typhi str. CT18	plasmid pHCM1	Oct 26 2001	Aug 20 2013  4:25:52:050PM
NC_003385.1	AL513384.1	106516	220341	57793	Salmonella enterica subsp. enterica serovar Typhi str. CT18	plasmid pHCM2	Oct 26 2001	Aug 20 2013  4:25:56:250PM
NC_003425.1	AB063523.1	5280	36870	57853	Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis	plasmid pWb1	Mar 2 2002	Jun 27 2013  8:52:20:393PM
NC_003904.1	AL645771.1	31317	100226	57801	Streptomyces coelicolor A3(2)	plasmid SCP2	Nov 19 2001	Jul 22 2013  6:07:42:833PM
NC_003921.3	AE008924.1	33700	190486	57889	Xanthomonas axonopodis pv. citri str. 306	plasmid pXAC33	May 23 2002	Jun 10 2013  4:14:15:436PM
NC_003922.1	AE008925.1	64920	190486	57889	Xanthomonas axonopodis pv. citri str. 306	plasmid pXAC64	May 23 2002	May 23 2013  3:36:53:873AM
NC_004041.2	U80928.5	371254	347834	58377	Rhizobium etli CFN 42	plasmid symbiotic plasmid p42d	Aug 20 1997	Jun 27 2013  8:42:13:156PM
NC_004252.1	AF538868.1	10073	205913	58833	Bifidobacterium longum DJO10A	plasmid pDOJH10L	Sep 19 2002	May 23 2013  3:57:46:276AM
NC_004253.1	AF538869.1	3661	205913	58833	Bifidobacterium longum DJO10A	plasmid pDOJH10S	Sep 19 2002	May 23 2013  3:57:46:866AM
NC_004319.1	AP005225.1	23743	196164	62905	Corynebacterium efficiens YS-314	plasmid pCE2	Oct 1 2002	May 23 2013  3:57:48:666AM
NC_004320.1	AP005226.1	48672	196164	62905	Corynebacterium efficiens YS-314	plasmid pCE3	Oct 1 2002	May 23 2013  3:57:51:130AM
NC_004554.1	AE009443.1	1346	183190	57869	Xylella fastidiosa Temecula1	plasmid pXFPD1.3	Feb 1 2003	May 23 2013  4:20:47:086AM
NC_004555.1	AF492591.1	2399	224915	57827	Buchnera aphidicola str. Bp (Baizongia pistaciae)	plasmid pBBp1	Feb 1 2003	May 23 2013  4:20:46:570AM
NC_004565.1		74082	212717	57683	Clostridium tetani E88	plasmid pE88	Feb 13 2003	May 23 2013  4:24:03:350AM
NC_004604.2	CP001987.1	53865	545693	15862	Bacillus megaterium QM B1551	plasmid pBM400	Mar 10 2003	Jun  8 2013  4:13:31:526AM
NC_004632.1	AE016854.1	67473	223283	57967	Pseudomonas syringae pv. tomato str. DC3000	plasmid pDC3000B	Mar 25 2003	May 23 2013  4:46:30:226AM
NC_004633.1	AE016855.1	73661	223283	57967	Pseudomonas syringae pv. tomato str. DC3000	plasmid pDC3000A	Mar 25 2003	May 23 2013  4:46:26:166AM
NC_004669.1	AE016833.1	66320	226185	57669	Enterococcus faecalis V583	plasmid pTEF1	Mar 31 2003	Jul 22 2013  6:00:53:463PM
NC_004670.1	AE016832.1	17963	226185	57669	Enterococcus faecalis V583	plasmid pTEF3	Mar 31 2003	Jul 22 2013  6:00:33:940PM
NC_004671.1	AE016831.1	57660	226185	57669	Enterococcus faecalis V583	plasmid pTEF2	Mar 31 2003	Jul 22 2013  6:00:34:873PM
NC_004703.1	AY171301.1	33038	226186	62913	Bacteroides thetaiotaomicron VPI-5482	plasmid p5482	Apr 8 2003	Jul 22 2013  7:08:00:346PM
NC_004704.1	AE016829.1	37393	227377	57631	Coxiella burnetii RSA 493	plasmid pQpH1	Apr 9 2003	Jul 22 2013  5:51:33:143PM
NC_004719.1	AP005645.1	94287	227882	57739	Streptomyces avermitilis MA-4680	plasmid SAP1	Apr 14 2003	May 23 2013  4:54:59:823AM
NC_004720.1	AE015926.1	7966	227941	57783	Chlamydophila caviae GPIC	plasmid pCpGP1	Apr 15 2003	May 23 2013  4:55:01:016AM
NC_004721.2	AE016878.2	15274	226900	57975	Bacillus cereus ATCC 14579	plasmid pBClin15	Apr 16 2003	Jul 22 2013  6:14:38:846PM
NC_004838.1	AF074611.1	100990	187410	57875	Yersinia pestis KIM10+	plasmid pMT-1	Jun 17 2003	May 23 2013  5:13:26:406AM
NC_004851.1	AF386526.1	221618	198214	62907	Shigella flexneri 2a str. 301	plasmid pCP301	Jun 19 2003	Jul 22 2013  7:07:10:646PM
NC_004923.1	AY301063.1	5424	382245	58631	Aeromonas salmonicida subsp. salmonicida A449	plasmid pAsa1	Jul 7 2003	May 23 2013  5:25:28:660AM
NC_004924.1	AY301065.1	5616	382245	58631	Aeromonas salmonicida subsp. salmonicida A449	plasmid pAsa3	Jul 7 2003	May 23 2013  5:25:30:000AM
NC_004925.1	AY301064.1	5247	382245	58631	Aeromonas salmonicida subsp. salmonicida A449	plasmid pAsa2	Jul 7 2003	May 23 2013  5:25:30:520AM
NC_004943.1	AF540971.1	3626	206672	57939	Bifidobacterium longum NCC2705	plasmid pBLO1	Jul 7 2003	Jul 22 2013  6:12:33:853PM
NC_005003.1	AE015935.1	6585	176280	57861	Staphylococcus epidermidis ATCC 12228	plasmid pSE-12228-06	Jul 8 2003	May 23 2013  5:27:35:856AM
NC_005004.1	AE015934.1	24365	176280	57861	Staphylococcus epidermidis ATCC 12228	plasmid pSE-12228-05	Jul 8 2003	May 23 2013  5:27:37:350AM
NC_005005.1	AE015933.1	17261	176280	57861	Staphylococcus epidermidis ATCC 12228	plasmid pSE-12228-04	Jul 8 2003	May 23 2013  5:27:39:086AM
NC_005006.1	AE015932.1	8007	176280	57861	Staphylococcus epidermidis ATCC 12228	plasmid pSE-12228-03	Jul 8 2003	May 23 2013  5:27:39:450AM
NC_005007.1	AE015931.1	4679	176280	57861	Staphylococcus epidermidis ATCC 12228	plasmid pSE-12228-02	Jul 8 2003	May 23 2013  5:27:39:750AM
NC_005008.1	AE015930.1	4439	176280	57861	Staphylococcus epidermidis ATCC 12228	plasmid pSE-12228-01	Jul 8 2003	May 23 2013  5:27:40:010AM
NC_005128.1	AP005352.1	48508	196600	58007	Vibrio vulnificus YJ016	plasmid pYJ016	Oct 9 2003	May 23 2013  6:09:04:026AM
NC_005229.1	AP004310.1	119895	1148	57659	Synechocystis sp. PCC 6803	plasmid pSYSM	Nov 25 2003	Jun 27 2013  8:50:37:513PM
NC_005230.1	AP004311.1	103307	1148	57659	Synechocystis sp. PCC 6803	plasmid pSYSA	Nov 25 2003	Jun 27 2013  8:50:53:350PM
